X0Y1,Defect,StrainRate,Temperature,FractureStrain,FractureStrength,YoungsModulus
0,1,0.0001,600,0.08503,68.678339,930.995054
0,1,0.0001,600,0.08418,68.168985,929.300195
0,1,0.0001,600,0.08507,68.49907,920.046442
0,1,0.00025,1,0.100925,80.690696,972.425221
0,1,0.00025,1,0.1009,80.698429,972.297974
0,1,0.00025,1,0.1009,80.67788,972.358221
0,1,0.00025,1,0.100925,80.68271,972.418417
0,1,0.00025,1,0.1009,80.683235,972.307445
0,1,0.00025,10,0.100725,80.540679,969.699999
0,1,0.00025,10,0.1007,80.493853,969.159453
0,1,0.00025,10,0.10085,80.582835,969.522413
0,1,0.00025,10,0.100775,80.565194,969.444966
0,1,0.00025,10,0.100575,80.459928,969.564631
0,1,0.00025,100,0.100275,79.577287,960.208175
0,1,0.00025,100,0.0997,79.267893,958.811032
0,1,0.00025,100,0.0995,79.308969,960.268981
0,1,0.00025,100,0.1005,79.840622,961.44744
0,1,0.00025,100,0.09965,79.326374,960.226201
0,1,0.00025,1200,0.069725,55.662537,871.447013
0,1,0.00025,1200,0.070575,56.682006,868.82746
0,1,0.00025,1200,0.0717,57.18483,874.599082
0,1,0.00025,1200,0.07485,59.143133,881.945277
0,1,0.00025,1200,0.071025,56.589204,872.645152
0,1,0.00025,300,0.095025,75.60533,948.344515
0,1,0.00025,300,0.0936,74.945866,951.127343
0,1,0.00025,300,0.094175,75.079511,942.720325
0,1,0.00025,300,0.0928,74.376903,942.449645
0,1,0.00025,300,0.096575,75.86845,943.482968
0,1,0.00025,600,0.091075,71.881194,916.306393
0,1,0.00025,600,0.08725,69.439791,916.875092
0,1,0.00025,600,0.085125,68.819127,934.612501
0,1,0.00025,600,0.0877,69.968171,928.920909
0,1,0.00025,600,0.08555,68.839054,926.542991
0,1,0.0005,1,0.10095,80.688387,973.116818
0,1,0.0005,1,0.10095,80.684415,972.835391
0,1,0.0005,1,0.1009,80.674293,972.878648
0,1,0.0005,1,0.10095,80.692753,972.937551
0,1,0.0005,1,0.1009,80.671181,972.89385
0,1,0.0005,10,0.10095,80.617651,969.614663
0,1,0.0005,10,0.101,80.674239,969.738487
0,1,0.0005,10,0.1009,80.578394,969.764792
0,1,0.0005,10,0.10085,80.558038,969.98928
0,1,0.0005,10,0.1007,80.540829,969.872179
0,1,0.0005,100,0.09735,78.174062,961.236144
0,1,0.0005,100,0.1005,79.698876,960.062531
0,1,0.0005,100,0.1008,79.938755,958.978216
0,1,0.0005,100,0.0999,79.539854,960.06903
0,1,0.0005,100,0.0993,79.033635,959.359578
0,1,0.0005,1200,0.0765,59.843179,878.285977
0,1,0.0005,1200,0.07655,60.816024,874.010065
0,1,0.0005,1200,0.06995,56.063023,890.357881
0,1,0.0005,1200,0.06995,56.030391,867.754173
0,1,0.0005,1200,0.0734,58.230818,868.71817
0,1,0.0005,300,0.0949,75.452689,949.684279
0,1,0.0005,300,0.09735,76.806963,954.977618
0,1,0.0005,300,0.0947,75.362825,940.53743
0,1,0.0005,300,0.0966,76.193052,941.347037
0,1,0.0005,300,0.0945,74.884562,938.245114
0,1,0.0005,600,0.0868,69.615228,920.511884
0,1,0.0005,600,0.0852,68.473325,922.815756
0,1,0.0005,600,0.0802,65.834047,936.551699
0,1,0.0005,600,0.0834,67.613541,930.143517
0,1,0.0005,600,0.08765,69.834993,931.619769
0,1,0.001,1,0.101,80.708078,973.790228
0,1,0.001,1,0.1011,80.759471,973.579472
0,1,0.001,1,0.101,80.715007,973.495505
0,1,0.001,1,0.101,80.702006,973.643389
0,1,0.001,1,0.1011,80.724388,973.690785
0,1,0.001,10,0.1009,80.606671,971.173395
0,1,0.001,10,0.1009,80.615436,969.903373
0,1,0.001,10,0.1009,80.576875,970.376173
0,1,0.001,10,0.1008,80.486053,970.756556
0,1,0.001,10,0.101,80.683952,970.312527
0,1,0.001,100,0.0998,79.383514,961.821494
0,1,0.001,100,0.0996,79.170089,958.806227
0,1,0.001,100,0.0997,79.372917,956.911452
0,1,0.001,100,0.0992,79.19455,960.624794
0,1,0.001,100,0.0995,79.266957,957.750915
0,1,0.001,1200,0.0726,57.50383,883.73494
0,1,0.001,1200,0.0768,60.706757,877.630268
0,1,0.001,1200,0.071,56.710946,894.197671
0,1,0.001,1200,0.0717,57.000305,882.887489
0,1,0.001,1200,0.0662,53.343822,869.382842
0,1,0.001,300,0.096,76.091644,954.530078
0,1,0.001,300,0.097,76.584629,957.612469
0,1,0.001,300,0.0986,77.297061,941.246827
0,1,0.001,300,0.097,76.479768,951.54076
0,1,0.001,300,0.0975,76.299851,937.741
0,1,0.001,600,0.0889,70.809902,916.063828
0,1,0.001,600,0.0903,71.092011,921.745262
0,1,0.001,600,0.0904,71.756491,933.147824
